Race,Race_Grade,Restrict,Mare Limited,Dirt,Course,Distance,Frame,Win,Quinella,Show,Age,Mare,Stallion,P_rank,P_popular,P_restrict,P_marelimit,Jockey_change,Change_from_P_Grass,Change_from_P_Dirt,Change_from_P_Hurdle,P_class_Class,Weight_P_Weight,Distance_P_distance,Week_distance,P_overseas
Daily Hai Nisai Stakes 2022,2,2,,,,1600,,,,,2,,1,18,16,,,1,,,,,,2,,
Daily Hai Nisai Stakes 2022,2,2,,,,1600,,,,,2,,1,3,3,,,1,,,,1,,,4,
Daily Hai Nisai Stakes 2022,2,2,,,,1600,,,,,2,,1,4,2,,,,,,,3,,-2,3,
Daily Hai Nisai Stakes 2022,2,2,,,,1600,,,,,2,,1,1,1,,,1,,,,5,,,2,
Daily Hai Nisai Stakes 2022,2,2,,,,1600,,,,,2,,1,4,6,,,,,1,,4,,2,5,
Daily Hai Nisai Stakes 2022,2,2,,,,1600,,1,1,1,2,,1,1,1,,,,,,,5,,,5,
Queen Elizabeth II Cup 2022,1,,1,,,2200,,,,,5,1,,8,10,,,1,,,,1,2,4,3,
Queen Elizabeth II Cup 2022,1,,1,,,2200,,,,,6,1,,15,9,,,,,,,1,2,4,3,
Queen Elizabeth II Cup 2022,1,,1,,,2200,,,,,3,1,,1,1,,,,,,,5,1,4,3,
Queen Elizabeth II Cup 2022,1,,1,,,2200,,,,,5,1,,6,1,,,,,,,1,2,,6,
Queen Elizabeth II Cup 2022,1,,1,,,2200,,,,,3,1,,5,5,,,,,,,,-3,-1.7,12,1
Queen Elizabeth II Cup 2022,1,,1,,,2200,,,,,5,1,,1,8,,,1,,,,4,2,,2,
Queen Elizabeth II Cup 2022,1,,1,,,2200,,,,,5,1,,1,12,,,1,,,,1,2,4,3,
Queen Elizabeth II Cup 2022,1,,1,,,2200,,,,,4,1,,3,3,,,1,,,,1,2,4,3,
Queen Elizabeth II Cup 2022,1,,1,,,2200,,,,,5,1,,3,7,,,,,,,1,2,,6,
Queen Elizabeth II Cup 2022,1,,1,,,2200,,,,,3,1,,1,3,,,,,,,,-1,2,3,
Queen Elizabeth II Cup 2022,1,,1,,,2200,,,,,3,1,,2,2,,,,,,,,-1,2,3,
Queen Elizabeth II Cup 2022,1,,1,,,2200,,,,,5,1,,4,6,,,,,,,2,1,4,14,
Queen Elizabeth II Cup 2022,1,,1,,,2200,,,1,1,5,1,,3,5,,,1,,,,1,1,2,11,
Queen Elizabeth II Cup 2022,1,,1,,,2200,,,,,5,1,,10,8,,,,,,,1,,4,3,
Queen Elizabeth II Cup 2022,1,,1,,,2200,,,,1,3,1,,10,6,,,,,,,,-1,2,3,
Queen Elizabeth II Cup 2022,1,,1,,,2200,,,,,5,1,,1,2,,,,,,,2,,4,14,
Queen Elizabeth II Cup 2022,1,,1,,,2200,,,,,5,1,,3,3,,,,,,,1,2,-2,4,
Queen Elizabeth II Cup 2022,1,,1,,,2200,,1,1,1,4,1,,1,5,,,1,,,,1,,,6,
Fukushima Kinen 2022,3,,,,,2000,,,,1,5,,1,4,12,,,1,,,,-1,-1,,11,
Fukushima Kinen 2022,3,,,,,2000,,1,1,1,6,,1,13,10,,,1,,,,-1,1,-4,4,
Fukushima Kinen 2022,3,,,,,2000,,,,,6,,1,5,11,,,,,,,1,-1,,3,
Fukushima Kinen 2022,3,,,,,2000,,,,,6,,1,4,6,,,,,,,,,,12,
Fukushima Kinen 2022,3,,,,,2000,,,,,6,,1,1,9,,,1,,,,2,1,,7,
Fukushima Kinen 2022,3,,,,,2000,,,,,5,,,4,16,,,,,,,,,,9,
Fukushima Kinen 2022,3,,,,,2000,,,1,1,6,1,,4,2,,,1,,,,-1,-1,2,3,
Fukushima Kinen 2022,3,,,,,2000,,,,,5,,1,5,4,,,,,,,,,4,8,
Fukushima Kinen 2022,3,,,,,2000,,,,,5,1,,8,13,,,1,,,,-1,-3,,11,
Fukushima Kinen 2022,3,,,,,2000,,,,,6,1,,14,14,,,,,,,2,-3,-2,2,
Fukushima Kinen 2022,3,,,,,2000,,,,,6,,1,3,5,,,1,,,,2,,-6,30,
Fukushima Kinen 2022,3,,,,,2000,,,,,3,,1,7,4,,,,,,,-1,-2,-2,7,
Fukushima Kinen 2022,3,,,,,2000,,,,,6,,1,12,16,,,1,,,,1,-2,,3,
Fukushima Kinen 2022,3,,,,,2000,,,,,8,,,1,7,,,1,,,,1,,,3,
Fukushima Kinen 2022,3,,,,,2000,,,,,5,1,,9,10,,,1,,,,2,-3,-2,2,
Fukushima Kinen 2022,3,,,,,2000,,,,,6,,1,8,10,,,,,,,1,-1,2,1,
Mile Championship 2021,1,,,,,1600,,,,,3,,1,3,3,,,,,,,1,2,2,2,
Mile Championship 2021,1,,,,,1600,,,,,5,,1,15,4,,,1,,,,1,1,2,2,
Mile Championship 2021,1,,,,,1600,,,1,1,3,,1,1,1,,,1,,,,1,,-2,5,
Mile Championship 2021,1,,,,,1600,,,,,4,,1,8,3,,,,,,,,-1,,23,
Mile Championship 2021,1,,,,,1600,,,,,6,1,,2,5,,,1,,,,1,1,2,2,
Mile Championship 2021,1,,,,,1600,,,,,5,,1,9,5,,,,,,,1,,-2,5,
Mile Championship 2021,1,,,,,1600,,,,,6,,1,4,2,,,,,,,,-1,,23,
Mile Championship 2021,1,,,,,1600,,,,,4,,1,5,11,,,1,,,,1,1,,3,
Mile Championship 2021,1,,,,,1600,,,,,3,,1,3,1,,,1,,,,2,,,9,
Mile Championship 2021,1,,,,,1600,,,,,4,1,,10,3,,,,,,,1,1,,3,
Mile Championship 2021,1,,,,,1600,,,,,5,,1,1,7,,,,,,,2,1,,9,
Mile Championship 2021,1,,,,,1600,,1,1,1,5,1,,3,2,,,,,,,,-1,-4,2,
Mile Championship 2021,1,,,,,1600,,,,1,3,,1,4,2,,,,,,,1,2,,3,
Mile Championship 2021,1,,,,,1600,,,,,3,,1,11,6,,,,,,,3,2,-2,2,
Mile Championship 2021,1,,,,,1600,,,,,5,,1,12,4,,,1,,,,5,,4,1,
Mile Championship 2021,1,,,,,1600,,,,,8,,1,10,16,,,,,,,3,1,,6,
Mile Championship 2020,1,,,,,1600,,,,,8,,1,8,10,,,1,,,,1,1,2,2,
Mile Championship 2020,1,,,,,1600,,,,,3,1,,2,1,,,1,,,,,-1,,27,
Mile Championship 2020,1,,,,,1600,,,,,5,,1,3,6,,,,,,,1,,,3,
Mile Championship 2020,1,,,,,1600,,1,1,1,4,1,,1,1,,,,,,,,,4,6,
Mile Championship 2020,1,,,,,1600,,,,,5,,1,15,16,,,,,,,2,2,,9,
Mile Championship 2020,1,,,,,1600,,,,,3,,1,2,3,,,1,,,,1,,,3,
Mile Championship 2020,1,,,,,1600,,,,1,4,,1,3,2,,,,,,,1,-1,2,2,
Mile Championship 2020,1,,,,,1600,,,1,1,5,,1,3,2,,,,,,,,-1,,23,
Mile Championship 2020,1,,,,,1600,,,,,5,,1,1,11,,,1,,,,1,1,2,2,
Mile Championship 2020,1,,,,,1600,,,,,8,,1,17,18,,,1,,,,2,,,13,
Mile Championship 2020,1,,,,,1600,,,,,5,1,1,9,8,,,,,,,,-1,-4,2,
Mile Championship 2020,1,,,,,1600,,,,,4,1,,3,10,,,1,,,,,,4,6,
Mile Championship 2020,1,,,,,1600,,,,,3,,1,5,4,,,,,,,1,2,,3,
Mile Championship 2020,1,,,,,1600,,,,,5,1,,10,1,,,,,,,1,1,2,2,
Mile Championship 2020,1,,,,,1600,,,,,6,,1,4,9,,,,,,,1,,,3,
Mile Championship 2020,1,,,,,1600,,,,,4,,1,1,5,,,1,,,,1,1,,3,
Mile Championship 2020,1,,,,,1600,,,,,3,,1,1,1,,,1,,,,1,2,-2,5,
Mile Championship 2019,1,,,,,1600,,,,,3,,1,1,1,,,1,,,,1,2,-2,5,
Mile Championship 2019,1,,,,,1600,,,,,7,,1,5,3,,,,,,,1,1,2,2,
Mile Championship 2019,1,,,,,1600,,,,,5,,1,3,4,,,,,,,1,1,2,2,
Mile Championship 2019,1,,,,,1600,,,,,5,1,,3,4,,,1,,,,2,1,,3,
Mile Championship 2019,1,,,,,1600,,1,1,1,4,,1,3,3,,,1,,,,1,-1,-2,5,
Mile Championship 2019,1,,,,,1600,,,,,5,,1,14,9,,,1,,,,,-1,,23,
Mile Championship 2019,1,,,,,1600,,,,1,5,,1,4,4,,,1,,,,1,,-2,5,
Mile Championship 2019,1,,,,,1600,,,,,4,1,,15,1,,,1,,,,1,1,-2,4,
Mile Championship 2019,1,,,,,1600,,,,,3,,1,4,6,,,1,,,,2,2,,3,
Mile Championship 2019,1,,,,,1600,,,,,5,,1,14,9,,,1,,,,,-1,-4,2,
Mile Championship 2019,1,,,,,1600,,,,,3,,1,5,7,,,1,,,,2,2,,3,
Mile Championship 2019,1,,,,,1600,,,,,5,,1,2,2,,,1,,,,1,,2,2,
Mile Championship 2019,1,,,,,1600,,,,,5,,1,4,16,,,1,,,,1,1,2,2,
Mile Championship 2019,1,,,,,1600,,,1,1,4,,1,2,3,,,,,,,,-1,-4,2,
Mile Championship 2019,1,,,,,1600,,,,,4,,1,1,1,,,,,,,1,1,2,2,
Mile Championship 2019,1,,,,,1600,,,,,3,,1,7,8,,,,,,,2,,,3,
Mile Championship 2019,1,,,,,1600,,,,,4,,1,2,3,,,1,,,,2,,,3,
Mile Championship 2018,1,,,,,1600,,1,1,1,3,,1,2,3,,,1,,,,1,1,-2,5,
Mile Championship 2018,1,,,,,1600,,,1,1,4,,1,5,4,,,,,,,2,-2,,3,
Mile Championship 2018,1,,,,,1600,,,,1,4,,1,4,5,,,1,,,,,-1,-4,2,
Mile Championship 2018,1,,,,,1600,,,,,6,,1,12,11,,,1,,,,,-1,-4,2,
Mile Championship 2018,1,,,,,1600,,,,,5,,1,7,12,,,,,,,2,-1,,3,
Mile Championship 2018,1,,,,,1600,,,,,5,1,,4,4,,,1,,,,1,-1,-2,4,
Mile Championship 2018,1,,,,,1600,,,,,5,,1,1,2,,,1,,,,2,1,,3,
Mile Championship 2018,1,,,,,1600,,,,,4,,1,2,1,,,,,,,1,-1,2,2,
Mile Championship 2018,1,,,,,1600,,,,,4,,1,10,10,,,,,,,2,-1,,3,
Mile Championship 2018,1,,,,,1600,,,,,5,,1,1,1,,,1,,,,2,2,,9,
Mile Championship 2018,1,,,,,1600,,,,,3,,1,7,6,,,,,,,2,2,,3,
Mile Championship 2018,1,,,,,1600,,,,,4,1,,7,3,,,1,,,,1,1,2,2,
Mile Championship 2018,1,,,,,1600,,,,,5,1,,3,5,,,,,,,2,1,,3,
Mile Championship 2018,1,,,,,1600,,,,,5,,1,4,1,,,,,,,2,,,3,
Mile Championship 2018,1,,,,,1600,,,,,4,1,,1,1,,,1,,,,1,,-2,5,
Mile Championship 2018,1,,,,,1600,,,,,3,,1,12,9,,,,,,,1,1,-2,5,
Mile Championship 2018,1,,,,,1600,,,,,5,,1,1,2,,,1,,,,1,1,2,2,
Mile Championship 2018,1,,,,,1600,,,,,3,,1,5,4,,,,,,,1,,-2,5,
Mile Championship 2017,1,,,,,1600,,,,,5,,1,8,9,,,1,,,,2,1,,3,
Mile Championship 2017,1,,,,,1600,,,,,3,,1,1,5,,,,,,,4,1,-2,2,
Mile Championship 2017,1,,,,,1600,,,,,5,,1,5,8,,,,,,,1,1,-2,5,
Mile Championship 2017,1,,,,,1600,,,,1,3,,1,1,2,,,1,,,,1,2,2,2,
Mile Championship 2017,1,,,,,1600,,,,,6,,1,18,5,,,,,,,,-1,-4,2,
Mile Championship 2017,1,,,,,1600,,,,,5,,1,5,5,,,1,,,,1,1,2,2,
Mile Championship 2017,1,,,,,1600,,,,,6,,1,1,1,,,1,,,,,,4,6,
Mile Championship 2017,1,,,,,1600,,,,,5,,1,4,2,,,,,,,2,-1,,9,
Mile Championship 2017,1,,,,,1600,,,,,3,1,,14,10,,,1,,,,,-1,-4,4,
Mile Championship 2017,1,,,,,1600,,,,,5,,1,3,11,,,1,,,,2,,,3,
Mile Championship 2017,1,,,,,1600,,,1,1,4,,1,1,1,,,1,,,,2,,,3,
Mile Championship 2017,1,,,,,1600,,,,,6,,1,2,4,,,,,,,2,-1,,3,
Mile Championship 2017,1,,,,,1600,,,,,5,,1,9,3,,,,,,,2,,,3,
Mile Championship 2017,1,,,,,1600,,,,,6,,1,7,7,,,,,,,2,1,,3,
Mile Championship 2017,1,,,,,1600,,,,,5,,1,8,10,,,1,,,,1,1,2,2,
Mile Championship 2017,1,,,,,1600,,,,,5,,1,2,4,,,,,,,2,,,13,
Mile Championship 2017,1,,,,,1600,,,,,3,,1,14,14,,,1,,,,2,,,3,
Mile Championship 2017,1,,,,,1600,,1,1,1,3,,1,5,2,,,,,,,2,1,,3,
Tokyo Sports Hai Nisai Stakes 2022,2,2,,,,1800,,,,,2,,1,1,1,,,,,,,4,1,-2,9,
Tokyo Sports Hai Nisai Stakes 2022,2,2,,,,1800,,,,,2,,1,1,4,,,,,,,5,,,4,
Tokyo Sports Hai Nisai Stakes 2022,2,2,,,,1800,,1,1,1,2,,1,1,4,,,1,,,,4,1,,3,
Tokyo Sports Hai Nisai Stakes 2022,2,2,,,,1800,,,,,2,,1,4,8,,,1,,,,1,1,,10,
Tokyo Sports Hai Nisai Stakes 2022,2,2,,,,1800,,,,,2,,1,1,1,,,,,,,4,1,,14,
Tokyo Sports Hai Nisai Stakes 2022,2,2,,,,1800,,,1,1,2,,1,1,1,,,,,,,5,1,,13,
Tokyo Sports Hai Nisai Stakes 2022,2,2,,,,1800,,,,,2,,1,1,1,,,1,,1,,5,1,1,12,
Tokyo Sports Hai Nisai Stakes 2022,2,2,,,,1800,,,,1,2,,1,1,1,,,,,,,4,1,-2,8,
Tokyo Sports Hai Nisai Stakes 2022,2,2,,,,1800,,,,,2,,1,1,2,,,,,,,4,1,,10,
Tokyo Sports Hai Nisai Stakes 2022,2,2,,,,1800,,,,,2,,1,1,4,,,,,,,5,,2,5,
Tokyo Sports Hai Nisai Stakes 2022,2,2,,,,1800,,,,,2,,1,4,1,,,1,,,,2,,,2,
Mile Championship 2022,1,,,,,1600,,,,,3,,1,7,2,,,,,,,1,2,2,2,
Mile Championship 2022,1,,,,,1600,,,,,5,,1,1,1,,,,,,,2,,,13,
Mile Championship 2022,1,,,,,1600,,,1,1,4,,1,3,4,,,1,,,,1,1,-2,5,
Mile Championship 2022,1,,,,,1600,,,,,4,,1,9,3,,,1,,,,,,4,6,
Mile Championship 2022,1,,,,,1600,,,,,5,,1,1,1,,,1,,,,1,1,-2,5,
Mile Championship 2022,1,,,,,1600,,,,1,4,1,,2,1,,,,,,,1,-1,-2,4,
Mile Championship 2022,1,,,,,1600,,,,,4,,1,2,3,,,,,,,1,1,-2,5,
Mile Championship 2022,1,,,,,1600,,,,,5,1,,6,3,,,,,,,1,1,2,2,
Mile Championship 2022,1,,,,,1600,,,,,3,,1,4,8,,,1,,,,1,2,,3,
Mile Championship 2022,1,,,,,1600,,1,1,1,3,,1,1,1,,,1,,,,1,2,,3,
Mile Championship 2022,1,,,,,1600,,,,,4,,1,2,3,,,,,,,1,,,3,
Mile Championship 2022,1,,,,,1600,,,,,4,,1,10,1,,,1,,,,1,1,2,2,
Mile Championship 2022,1,,,,,1600,,,,,5,,1,5,6,,,1,,,,1,1,,3,
Mile Championship 2022,1,,,,,1600,,,,,10,,1,11,18,,,1,,,,1,1,2,2,
Mile Championship 2022,1,,,,,1600,,,,,3,,1,3,2,,,,,,,1,,,3,
Mile Championship 2022,1,,,,,1600,,,,,6,,1,9,10,,,,,,,1,1,-2,5,
Mile Championship 2022,1,,,,,1600,,,,,5,,1,1,1,,,1,,,,2,1,,9,
Japan Cup 2021,1,,,,,2400,,,,,7,,1,10,16,,,,,,,,-1,4,3,
Japan Cup 2021,1,,,,,2400,,1,1,1,4,,1,2,1,,,,,,,,-1,4,3,
Japan Cup 2021,1,,,,,2400,,,,,5,,1,2,9,,,1,,,,,,,2,1
Japan Cup 2021,1,,,,,2400,,,,1,3,,1,4,1,,,1,,,,1,-1,2,8,
Japan Cup 2021,1,,,,,2400,,,,,7,,1,3,4,,,,,,,1,,,6,
Japan Cup 2021,1,,,,,2400,,,,,5,1,,2,4,,,1,,,,,-3,4,7,1
Japan Cup 2021,1,,,,,2400,,,1,1,4,,1,1,1,,,,,,,1,-0.5,-1,2,
Japan Cup 2021,1,,,,,2400,,,,,4,,,1,3,,,1,,1,,5,3,8,6,
Japan Cup 2021,1,,,,,2400,,,,,4,,1,2,1,,,1,,,,1,,,6,
Japan Cup 2021,1,,,,,2400,,,,,5,,1,13,10,,,1,,,,1,1,-1,2,
Japan Cup 2021,1,,,,,2400,,,,,5,1,,1,4,,,1,,,,1,1,6,5,
Japan Cup 2021,1,,,,,2400,,,,,6,,1,4,10,,,,,,,,-1,4,3,
Japan Cup 2021,1,,,,,2400,,,,,5,,1,13,9,,,,,,,,-1,4,3,
Japan Cup 2021,1,,,,,2400,,,,,3,1,,13,5,,,,,,,,-2,4,5,
Japan Cup 2021,1,,,,,2400,,,,,8,,1,1,9,,,,,,,1,,,6,
Japan Cup 2021,1,,,,,2400,,,,,6,,1,9,12,,,1,,,,,-1,4,3,
Japan Cup 2021,1,,,,,2400,,,,,6,,1,6,4,,,1,,,,1,,8,4,
Japan Cup 2021,1,,,,,2400,,,,,5,,1,4,8,,,1,,,,,,,2,1
Japan Cup 2020,1,,,,,2400,,,,,4,1,,2,2,,,,,,,1,1,2,8,
Japan Cup 2020,1,,,,,2400,,1,1,1,5,1,,1,1,,,,,,,,-1,4,3,
Japan Cup 2020,1,,,,,2400,,,,,4,,1,3,4,,,,,,,,2,-1,48,
Japan Cup 2020,1,,,,,2400,,,,,6,,1,5,4,,,1,,,,,-1,4,3,
Japan Cup 2020,1,,,,,2400,,,,1,3,1,,1,1,,,,,,,,-2,4,5,
Japan Cup 2020,1,,,,,2400,,,1,1,3,,1,1,1,,,,,,,,-2,-6,4,
Japan Cup 2020,1,,,,,2400,,,,,6,,1,5,1,,,1,,,,1,,2,8,
Japan Cup 2020,1,,,,,2400,,,,,7,,1,9,9,,,1,,,,,-2.5,,,1
Japan Cup 2020,1,,,,,2400,,,,,4,,1,8,4,,,1,,,,2,1,4,1,
Japan Cup 2020,1,,,,,2400,,,,,8,,1,6,6,,,1,,,,1,1,,6,
Japan Cup 2020,1,,,,,2400,,,,,6,,1,4,4,,,,,,,1,1,2,8,
Japan Cup 2020,1,,,,,2400,,,,,7,,1,11,7,,,1,,,,,,4,33,
Japan Cup 2020,1,,,,,2400,,,,,5,,1,4,1,,,,,,,1,-1,-1,2,
Japan Cup 2020,1,,,,,2400,,,,,7,,1,6,,,,1,,1,,2,3,4,18,
Japan Cup 2020,1,,,,,2400,,,,,5,,1,1,3,,,,,,,1,-1,,6,
Japan Cup 2019,1,,,,,2400,,,1,1,3,1,,2,2,,,,,,,,-2,4,5,
Japan Cup 2019,1,,,,,2400,,,,1,4,,1,5,4,,,1,,,,,-1,4,3,
Japan Cup 2019,1,,,,,2400,,,,,6,,1,10,12,,,1,,,,1,1,-1,2,
Japan Cup 2019,1,,,,,2400,,,,,5,,1,1,2,,,1,,,,1,1,-1,2,
Japan Cup 2019,1,,,,,2400,,1,1,1,5,,1,7,5,,,1,,,,,-1,4,3,
Japan Cup 2019,1,,,,,2400,,,,,4,,1,4,7,,,,,,,,-1,4,3,
Japan Cup 2019,1,,,,,2400,,,,,5,,1,1,5,,,1,,,,3,,4,4,
Japan Cup 2019,1,,,,,2400,,,,,5,,1,4,1,,,1,,,,1,-1,2,8,
Japan Cup 2019,1,,,,,2400,,,,,6,,1,4,3,,,1,,,,1,,-1,2,
Japan Cup 2019,1,,,,,2400,,,,,5,,1,2,6,,,,,,,1,,,6,
Japan Cup 2019,1,,,,,2400,,,,,7,,1,8,4,,,1,,,,,-3,3.5,13,1
Japan Cup 2019,1,,,,,2400,,,,,4,,1,2,5,,,1,,,,1,2,-1,2,
Japan Cup 2019,1,,,,,2400,,,,,4,,1,5,2,,,,,,,1,1,,6,
Japan Cup 2019,1,,,,,2400,,,,,6,,1,10,8,,,,,,,,-1,4,3,
Japan Cup 2019,1,,,,,2400,,,,,4,,1,2,6,,,1,,,,2,3,4,11,
Japan Cup 2018,1,,,,,2400,,1,1,1,3,1,,1,1,,,,,,,,-2,4,5,
Japan Cup 2018,1,,,,,2400,,,,,3,,1,11,9,,,1,,,,2,1,8,4,
Japan Cup 2018,1,,,,,2400,,,,,5,,1,1,2,,,1,,,,1,,,6,
Japan Cup 2018,1,,,,,2400,,,,,6,,1,12,6,,,1,,,,,-1,2,21,
Japan Cup 2018,1,,,,,2400,,,,,4,,1,13,3,,,,,,,1,,4,13,
Japan Cup 2018,1,,,,,2400,,,,,5,,,2,1,,,,,,,,,,5,1
Japan Cup 2018,1,,,,,2400,,,,,7,,1,9,10,,,,,,,1,1,6,6,
Japan Cup 2018,1,,,,,2400,,,1,1,4,,1,3,6,,,,,,,,-1,4,3,
Japan Cup 2018,1,,,,,2400,,,,,6,,1,4,1,,,1,,,,1,-1,,6,
Japan Cup 2018,1,,,,,2400,,,,,5,,1,6,6,,,1,,,,1,,-1,2,
Japan Cup 2018,1,,,,,2400,,,,1,4,,1,10,1,,,,,,,,-1,4,3,
Japan Cup 2018,1,,,,,2400,,,,,4,,1,4,3,,,,,,,,-2.5,4,4,1
Japan Cup 2018,1,,,,,2400,,,,,5,,1,9,5,,,,,,,1,1,-1,2,
Japan Cup 2018,1,,,,,2400,,,,,5,,1,4,4,,,1,,,,1,1,-1,2,
Japan Cup 2017,1,,,,,2400,,1,1,1,5,,1,3,1,,,1,,,,1,,,6,
Japan Cup 2017,1,,,,,2400,,,1,1,3,,1,1,1,,,,,,,1,-1,,8,
Japan Cup 2017,1,,,,,2400,,,,,5,,1,1,2,,,,,,,,-3,,3,1
Japan Cup 2017,1,,,,,2400,,,,1,5,,1,1,1,,,,,,,,-1,4,3,
Japan Cup 2017,1,,,,,2400,,,,,6,,1,13,2,,,1,,,,1,1,,6,
Japan Cup 2017,1,,,,,2400,,,,,5,,1,2,3,,,,,,,,-3,,3,1
Japan Cup 2017,1,,,,,2400,,,,,8,,1,7,15,,,,,,,,1,4,3,
Japan Cup 2017,1,,,,,2400,,,,,3,1,,6,4,,,1,,,,,-1,4,3,
Japan Cup 2017,1,,,,,2400,,,,,4,,1,3,13,,,,,,,,-1,4,3,
Japan Cup 2017,1,,,,,2400,,,,,6,,1,15,12,,,,,,,,4,-8,2,1
Japan Cup 2017,1,,,,,2400,,,,,4,,1,5,9,,,,,,,,-1,4,3,
Japan Cup 2017,1,,,,,2400,,,,,5,,1,2,2,,,,,,,,-1,4,3,
Japan Cup 2017,1,,,,,2400,,,,,4,,1,15,11,,,1,,,,,-1,4,3,
Japan Cup 2017,1,,,,,2400,,,,,4,,1,4,1,,,,,,,,,,5,1
Japan Cup 2017,1,,,,,2400,,,,,6,,1,17,16,,,,,,,,-1,4,3,
Japan Cup 2017,1,,,,,2400,,,,,5,,1,11,7,,,,,,,,-1,4,3,
Japan Cup 2017,1,,,,,2400,,,,,7,,1,6,10,,,1,,,,1,1,,6,
Japan Cup 2022,1,,,,,2400,,,,,3,,1,1,3,,,,,,,1,3,,10,1
Japan Cup 2022,1,,,,,2400,,,,,3,,1,10,5,,,1,,,,,-1.5,,7,1
Japan Cup 2022,1,,,,,2400,,,,1,5,,1,7,3,,,1,,,,1,1,2,8,
Japan Cup 2022,1,,,,,2400,,,,,7,,1,11,8,,,,,,,3,1,4,5,
Japan Cup 2022,1,,,,,2400,,,,,6,1,,5,16,,,1,,,,,-3,,7,1
Japan Cup 2022,1,,,,,2400,,1,1,1,5,,1,1,2,,,1,,,,1,1,,6,
Japan Cup 2022,1,,,,,2400,,,,,3,,1,1,1,,,,,,,,3,,2,1
Japan Cup 2022,1,,,,,2400,,,,,5,1,,6,1,,,1,,,,,-1,2,1,
Japan Cup 2022,1,,,,,2400,,,,,6,,1,1,10,,,,,,,2,,4,1,
Japan Cup 2022,1,,,,,2400,,,,,6,,1,2,5,,,,,,,1,2,-1,2,
Japan Cup 2022,1,,,,,2400,,,,,6,,1,6,9,,,,,,,,-1,4,3,
Japan Cup 2022,1,,,,,2400,,,,,6,1,,7,5,,,1,,,,1,,6,5,
Japan Cup 2022,1,,,,,2400,,,,,4,,1,6,1,,,,,,,1,-0.5,-1,2,
Japan Cup 2022,1,,,,,2400,,,,,3,,1,3,4,,,,,,,,-1,4,3,
Japan Cup 2022,1,,,,,2400,,,1,1,4,,1,5,2,,,,,,,,-1,4,3,
Japan Cup 2022,1,,,,,2400,,,,,9,,1,4,13,,,1,,,,6,,7,2.5,
Japan Cup 2022,1,,,,,2400,,,,,4,1,,8,10,,,,,,,,-1,4,3,
Japan Cup 2022,1,,,,,2400,,,,,6,,1,2,1,,,,,,,1,,,6,
Radio NIKKEI Hai Kyoto Nisai Stakes 2022,3,2,,,Hanshin,2000,,,,,2,,1,1,1,,,,,1,,4,1,2,9,
Radio NIKKEI Hai Kyoto Nisai Stakes 2022,3,2,,,Hanshin,2000,,,,,2,,1,1,1,,,,,,,4,,2,2,
Radio NIKKEI Hai Kyoto Nisai Stakes 2022,3,2,,,Hanshin,2000,,,,,2,,1,1,1,,,1,,,,4,1,,15,
Radio NIKKEI Hai Kyoto Nisai Stakes 2022,3,2,,,Hanshin,2000,,,1,1,2,,1,1,6,,,,,,,1,,2,3,
Radio NIKKEI Hai Kyoto Nisai Stakes 2022,3,2,,,Hanshin,2000,,,,,2,,1,1,4,,,,,,,4,1,,8,
Radio NIKKEI Hai Kyoto Nisai Stakes 2022,3,2,,,Hanshin,2000,,,,,2,,1,1,1,,,,,,,3,,,6,
Radio NIKKEI Hai Kyoto Nisai Stakes 2022,3,2,,,Hanshin,2000,,1,1,1,2,,1,1,1,,,,,,,4,,2,3,
Radio NIKKEI Hai Kyoto Nisai Stakes 2022,3,2,,,Hanshin,2000,,,,,2,,1,1,2,,,,,,,3,1,,8,
Radio NIKKEI Hai Kyoto Nisai Stakes 2022,3,2,,,Hanshin,2000,,,,1,2,,1,1,1,,,,,,,4,1,2,11,
Radio NIKKEI Hai Kyoto Nisai Stakes 2022,3,2,,,Hanshin,2000,,,,,2,,1,1,6,,,1,,,,3,,2,5,
Radio NIKKEI Hai Kyoto Nisai Stakes 2022,3,2,,,Hanshin,2000,,,,,2,,1,1,1,,,1,,,,3,,2,3,
Radio NIKKEI Hai Kyoto Nisai Stakes 2022,3,2,,,Hanshin,2000,,,,,2,,1,1,3,,,,,,,4,,2,3,
Radio NIKKEI Hai Kyoto Nisai Stakes 2022,3,2,,,Hanshin,2000,,,,,2,,1,2,3,,,1,,,,1,,2,3,
Radio NIKKEI Hai Kyoto Nisai Stakes 2022,3,2,,,Hanshin,2000,,,,,2,,1,2,2,,,1,,,,2,,,2,
Radio NIKKEI Hai Kyoto Nisai Stakes 2022,3,2,,,Hanshin,2000,,,,,2,,1,6,12,,,,,,,,1,2,11,
Keihan Hai 2022,3,,,,Hanshin,1200,,,,,7,,1,13,9,,,,,,,,,,23,
Keihan Hai 2022,3,,,,Hanshin,1200,,,,,7,1,,4,7,,,,,,,1,-1,2,3,
Keihan Hai 2022,3,,,,Hanshin,1200,,,,,3,,1,10,6,,,1,,,,1,,-2,1,
Keihan Hai 2022,3,,,,Hanshin,1200,,,,1,5,,1,10,1,,,1,,,,,,,37,
Keihan Hai 2022,3,,,,Hanshin,1200,,,,,3,1,,15,4,,,1,,,,-2,,,7,
Keihan Hai 2022,3,,,,Hanshin,1200,,,1,1,7,,,6,6,,,1,,,,,,,23,
Keihan Hai 2022,3,,,,Hanshin,1200,,,,,6,,1,10,12,,,,,,,-2,,,7,
